Removal_Reason,State,ABO,To_Date,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995
Deceased Donor Multi-Organ Tx,Ohio,AB,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deceased Donor Multi-Organ Tx,Oklahoma,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Deceased Donor Multi-Organ Tx,Oklahoma,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Deceased Donor Multi-Organ Tx,Pennsylvania,All ABO,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,2,2,0,0,2,2,3
Deceased Donor Multi-Organ Tx,Pennsylvania,O,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
Deceased Donor Multi-Organ Tx,Pennsylvania,A,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,1,2
Deceased Donor Multi-Organ Tx,Pennsylvania,B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0
Deceased Donor Multi-Organ Tx,South Carolina,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Deceased Donor Multi-Organ Tx,South Carolina,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Deceased Donor Multi-Organ Tx,South Carolina,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deceased Donor Multi-Organ Tx,Tennessee,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Deceased Donor Multi-Organ Tx,Tennessee,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deceased Donor Multi-Organ Tx,Tennessee,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Deceased Donor Multi-Organ Tx,Texas,All ABO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1
Deceased Donor Multi-Organ Tx,Texas,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Deceased Donor Multi-Organ Tx,Texas,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
Deceased Donor Multi-Organ Tx,Texas,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deceased Donor Multi-Organ Tx,Utah,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Deceased Donor Multi-Organ Tx,Utah,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Deceased Donor Multi-Organ Tx,Virginia,All ABO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1
Deceased Donor Multi-Organ Tx,Virginia,O,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Deceased Donor Multi-Organ Tx,Virginia,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
Deceased Donor Multi-Organ Tx,Washington,All ABO,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,0,0,2,5,2
Deceased Donor Multi-Organ Tx,Washington,O,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0
Deceased Donor Multi-Organ Tx,Washington,A,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
Deceased Donor Multi-Organ Tx,Washington,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Deceased Donor Multi-Organ Tx,Washington,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deceased Donor Multi-Organ Tx,Wisconsin,All ABO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0
Deceased Donor Multi-Organ Tx,Wisconsin,O,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Deceased Donor Multi-Organ Tx,Wisconsin,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deceased Donor Multi-Organ Tx,Wisconsin,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Patient died during TX procedure,All Center States,All ABO,13,0,2,1,2,0,0,1,0,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,All Center States,O,6,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,All Center States,A,5,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,All Center States,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,All Center States,AB,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Delaware,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Delaware,O,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Florida,All ABO,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Florida,O,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Florida,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Illinois,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Illinois,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Louisiana,All ABO,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Louisiana,A,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Missouri,All ABO,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Missouri,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,New Hampshire,All ABO,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,New Hampshire,A,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,New York,All ABO,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,New York,AB,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Pennsylvania,All ABO,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Pennsylvania,O,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Pennsylvania,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Texas,All ABO,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Texas,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Texas,A,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Virginia,All ABO,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient died during TX procedure,Virginia,O,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,All Center States,All ABO,749,42,57,58,72,78,57,51,46,54,40,50,18,27,22,23,19,8,10,11,4,7,6,2,3,0,1
Transplanted in another country,All Center States,O,346,22,24,35,31,32,27,22,17,23,14,28,8,12,12,13,11,5,4,5,2,3,3,2,0,0,0
Transplanted in another country,All Center States,A,195,9,15,11,23,23,15,12,14,17,10,9,6,6,6,4,4,2,4,3,1,3,1,0,1,0,0
Transplanted in another country,All Center States,B,185,10,17,9,16,20,14,16,13,14,14,12,4,8,2,5,3,1,2,3,1,1,1,0,2,0,1
Transplanted in another country,All Center States,AB,23,1,1,3,2,3,1,1,2,0,2,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0
Transplanted in another country,Alabama,All ABO,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Alabama,O,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Alabama,AB,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Arizona,All ABO,6,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Arizona,O,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Arizona,A,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Arkansas,All ABO,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Arkansas,O,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,California,All ABO,209,21,27,16,21,25,12,13,8,22,15,22,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0
Transplanted in another country,California,O,86,8,10,10,8,9,5,5,3,7,4,14,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Transplanted in another country,California,A,61,6,10,3,5,9,3,4,1,10,3,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Transplanted in another country,California,B,53,6,6,2,8,4,3,4,4,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,California,AB,9,1,1,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Colorado,All ABO,6,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Colorado,O,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Colorado,A,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Colorado,B,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Connecticut,All ABO,9,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Transplanted in another country,Connecticut,O,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Transplanted in another country,Connecticut,B,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Transplanted in another country,Connecticut,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,District of Columbia,All ABO,14,3,0,2,0,1,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,District of Columbia,O,9,2,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,District of Columbia,A,4,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,District of Columbia,B,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Florida,All ABO,45,1,2,2,8,5,4,3,3,1,1,0,1,5,3,1,1,1,1,0,0,1,1,0,0,0,0
Transplanted in another country,Florida,O,21,1,1,2,6,2,2,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
Transplanted in another country,Florida,A,18,0,1,0,2,2,1,2,3,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Florida,B,6,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Transplanted in another country,Georgia,All ABO,16,1,2,2,2,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Georgia,O,6,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Georgia,A,5,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Georgia,B,5,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Hawaii,All ABO,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Transplanted in another country,Hawaii,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Hawaii,A,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Hawaii,B,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Transplanted in another country,Illinois,All ABO,25,0,0,1,1,3,0,5,1,2,1,1,1,0,1,6,0,0,0,0,0,0,0,0,2,0,0
Transplanted in another country,Illinois,O,12,0,0,1,1,0,0,3,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Illinois,A,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Transplanted in another country,Illinois,B,8,0,0,0,0,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Transplanted in another country,Illinois,AB,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Indiana,All ABO,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Indiana,O,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Indiana,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Kansas,All ABO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Kansas,O,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Kentucky,All ABO,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Kentucky,B,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Louisiana,All ABO,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Transplanted in another country,Louisiana,O,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Transplanted in another country,Louisiana,B,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Maryland,All ABO,13,1,2,2,2,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Maryland,O,8,0,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Maryland,A,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Maryland,B,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Massachusetts,All ABO,41,0,2,1,4,2,4,0,1,3,1,2,0,1,0,0,5,0,1,7,1,4,2,0,0,0,0
Transplanted in another country,Massachusetts,O,20,0,1,1,2,1,3,0,0,2,1,0,0,0,0,0,3,0,0,3,0,2,1,0,0,0,0
Transplanted in another country,Massachusetts,A,12,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0
Transplanted in another country,Massachusetts,B,8,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Transplanted in another country,Massachusetts,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Michigan,All ABO,15,1,1,1,1,2,1,0,2,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Transplanted in another country,Michigan,O,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Transplanted in another country,Michigan,A,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Michigan,B,7,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Transplanted in another country,Michigan,AB,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Minnesota,All ABO,18,1,0,0,1,1,1,2,0,3,0,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0
Transplanted in another country,Minnesota,O,11,0,0,0,0,1,1,2,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Transplanted in another country,Minnesota,A,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Minnesota,B,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Missouri,All ABO,8,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Missouri,O,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Missouri,A,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Missouri,B,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Nevada,All ABO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Nevada,O,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,New Jersey,All ABO,53,0,2,4,2,8,3,1,3,2,3,4,1,6,6,3,4,1,0,0,0,0,0,0,0,0,0
Transplanted in another country,New Jersey,O,33,0,0,3,0,4,0,1,2,2,2,3,1,3,5,3,3,1,0,0,0,0,0,0,0,0,0
Transplanted in another country,New Jersey,A,5,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,New Jersey,B,13,0,2,1,1,2,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,New Jersey,AB,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,New Mexico,All ABO,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Transplanted in another country,New Mexico,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Transplanted in another country,New Mexico,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,New York,All ABO,141,6,12,12,10,14,11,12,12,7,10,6,3,5,6,4,1,1,3,2,1,1,1,0,1,0,0
Transplanted in another country,New York,O,68,2,8,7,4,8,8,4,3,3,3,5,1,3,3,1,1,0,2,1,1,0,0,0,0,0,0
Transplanted in another country,New York,A,30,1,0,2,4,2,3,3,5,2,3,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
Transplanted in another country,New York,B,38,3,4,2,2,4,0,5,4,2,4,1,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0
Transplanted in another country,New York,AB,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0
Transplanted in another country,North Carolina,All ABO,8,0,0,1,2,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,North Carolina,O,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,North Carolina,A,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,North Carolina,B,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Ohio,All ABO,9,0,0,0,1,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Transplanted in another country,Ohio,O,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Ohio,A,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Transplanted in another country,Ohio,B,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Ohio,AB,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Oklahoma,All ABO,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Oklahoma,O,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Oklahoma,A,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Oklahoma,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Oregon,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Oregon,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Pennsylvania,All ABO,31,1,0,0,6,2,3,4,2,1,1,4,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0
Transplanted in another country,Pennsylvania,O,18,1,0,0,3,0,1,4,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Transplanted in another country,Pennsylvania,A,7,0,0,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Pennsylvania,B,6,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Transplanted in another country,Puerto Rico,All ABO,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Puerto Rico,A,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Rhode Island,All ABO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Rhode Island,O,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,South Carolina,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,South Carolina,O,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,South Carolina,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Tennessee,All ABO,10,0,3,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Transplanted in another country,Tennessee,O,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Tennessee,A,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Transplanted in another country,Tennessee,B,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Transplanted in another country,Texas,All ABO,55,3,4,6,6,2,7,6,4,3,1,5,0,2,2,1,2,1,0,1,0,0,0,0,0,0,0
Transplanted in another country,Texas,O,25,3,1,4,2,1,2,3,3,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Transplanted in another country,Texas,A,18,0,2,0,3,1,3,1,1,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Texas,B,11,0,1,2,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Transplanted in another country,Texas,AB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Utah,All ABO,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted in another country,Utah,O,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
