,Removal_Reason,State,ABO,To_Date,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,removal_category
700,Living Donor Transplant,Tennessee,B,233,7,12,10,10,6,17,8,12,13,15,4,10,10,11,13,13,13,9,8,5,5,6,10,3,3,2,Received Living Donor Transplant
701,Living Donor Transplant,Tennessee,AB,69,3,5,7,2,1,4,7,1,1,6,2,2,2,3,2,7,3,2,3,1,2,0,2,2,1,0,Received Living Donor Transplant
702,Living Donor Transplant,Texas,All ABO,"8,813",548,712,591,479,522,521,438,456,447,471,519,476,359,286,290,296,284,270,259,161,171,119,84,71,80,67,Received Living Donor Transplant
703,Living Donor Transplant,Texas,O,"4,391",252,344,289,227,257,261,195,215,229,250,239,247,164,150,166,154,143,143,128,93,97,51,43,35,51,41,Received Living Donor Transplant
704,Living Donor Transplant,Texas,A,"3,113",216,256,200,186,183,187,168,172,152,167,195,171,133,95,82,100,103,83,85,47,52,47,31,22,17,17,Received Living Donor Transplant
705,Living Donor Transplant,Texas,B,"1,070",68,87,79,51,66,59,56,54,57,44,68,47,55,36,38,36,32,37,41,16,17,18,7,12,12,8,Received Living Donor Transplant
706,Living Donor Transplant,Texas,AB,239,12,25,23,15,16,14,19,15,9,10,17,11,7,5,4,6,6,7,5,5,5,3,3,2,0,1,Received Living Donor Transplant
707,Living Donor Transplant,Utah,All ABO,"1,044",79,118,88,100,68,72,68,66,49,41,37,38,29,32,28,16,27,22,14,8,11,9,17,6,5,6,Received Living Donor Transplant
708,Living Donor Transplant,Utah,O,470,34,55,42,47,28,31,21,32,15,15,17,18,13,16,16,13,12,11,7,4,6,5,10,2,2,3,Received Living Donor Transplant
709,Living Donor Transplant,Utah,A,442,39,50,34,39,26,33,38,28,27,19,16,15,13,10,9,2,13,6,5,4,3,4,6,2,3,2,Received Living Donor Transplant
710,Living Donor Transplant,Utah,B,101,5,10,8,9,11,7,7,4,6,5,3,4,3,5,2,1,2,3,2,0,2,0,1,2,0,0,Received Living Donor Transplant
711,Living Donor Transplant,Utah,AB,31,1,3,4,5,3,1,2,2,1,2,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,Received Living Donor Transplant
712,Living Donor Transplant,Vermont,All ABO,114,0,3,1,4,4,0,6,5,9,6,6,7,16,11,8,6,4,2,0,1,1,2,5,3,2,3,Received Living Donor Transplant
713,Living Donor Transplant,Vermont,O,48,0,0,1,3,3,0,3,0,2,2,2,4,6,5,2,4,2,1,0,1,1,2,2,1,0,1,Received Living Donor Transplant
714,Living Donor Transplant,Vermont,A,46,0,2,0,1,1,0,2,2,4,3,2,3,7,4,6,2,2,0,0,0,0,0,1,2,2,0,Received Living Donor Transplant
715,Living Donor Transplant,Vermont,B,14,0,1,0,0,0,0,0,2,2,1,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,Received Living Donor Transplant
716,Living Donor Transplant,Vermont,AB,6,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Received Living Donor Transplant
717,Living Donor Transplant,Virginia,All ABO,"3,118",132,165,150,155,134,118,136,128,142,151,143,148,134,142,168,164,151,135,118,121,120,72,41,45,32,37,Received Living Donor Transplant
718,Living Donor Transplant,Virginia,O,"1,330",58,74,59,72,60,54,67,60,62,47,71,66,48,49,66,72,71,55,47,50,56,34,14,21,12,11,Received Living Donor Transplant
719,Living Donor Transplant,Virginia,A,"1,217",49,66,62,62,53,43,50,39,56,73,41,53,65,71,74,62,49,51,42,46,47,23,24,18,12,15,Received Living Donor Transplant
720,Living Donor Transplant,Virginia,B,470,21,23,27,17,16,16,14,23,19,24,25,24,17,18,21,24,25,27,24,20,16,10,3,5,8,9,Received Living Donor Transplant
721,Living Donor Transplant,Virginia,AB,101,4,2,2,4,5,5,5,6,5,7,6,5,4,4,7,6,6,2,5,5,1,5,0,1,0,2,Received Living Donor Transplant
722,Living Donor Transplant,Washington,All ABO,"1,999",70,120,99,88,103,90,107,113,106,103,134,104,101,85,66,73,59,54,47,62,57,52,47,34,30,25,Received Living Donor Transplant
723,Living Donor Transplant,Washington,O,879,25,45,44,41,52,35,47,45,48,40,60,43,35,38,26,34,25,23,27,34,32,30,25,13,19,12,Received Living Donor Transplant
724,Living Donor Transplant,Washington,A,816,32,54,43,35,37,34,43,49,43,47,57,43,47,40,28,27,29,20,12,21,20,17,16,14,8,9,Received Living Donor Transplant
725,Living Donor Transplant,Washington,B,245,9,18,7,9,12,13,10,17,13,15,12,14,16,4,12,12,5,8,8,6,4,5,5,5,3,4,Received Living Donor Transplant
726,Living Donor Transplant,Washington,AB,60,4,3,5,3,2,8,7,2,2,1,5,4,3,3,0,0,0,3,0,1,1,0,1,2,0,0,Received Living Donor Transplant
727,Living Donor Transplant,West Virginia,All ABO,129,3,8,12,4,6,3,4,2,1,5,4,3,2,6,8,4,4,5,7,3,6,7,6,5,8,5,Received Living Donor Transplant
728,Living Donor Transplant,West Virginia,O,60,0,3,6,2,2,1,2,2,1,3,3,2,1,1,3,1,2,1,4,2,3,3,4,2,5,2,Received Living Donor Transplant
729,Living Donor Transplant,West Virginia,A,52,3,5,4,2,2,1,2,0,0,2,1,1,0,4,3,2,2,2,2,1,1,4,1,3,3,2,Received Living Donor Transplant
730,Living Donor Transplant,West Virginia,B,14,0,0,1,0,1,1,0,0,0,0,0,0,1,1,2,1,0,2,1,0,1,0,1,0,0,1,Received Living Donor Transplant
731,Living Donor Transplant,West Virginia,AB,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Received Living Donor Transplant
732,Living Donor Transplant,Wisconsin,All ABO,"2,951",133,163,156,145,155,149,121,121,113,130,116,111,136,112,138,139,117,104,139,111,89,79,80,65,69,39,Received Living Donor Transplant
733,Living Donor Transplant,Wisconsin,O,"1,267",47,57,61,60,71,67,51,51,46,51,61,39,61,49,64,57,61,45,60,54,43,43,36,31,24,18,Received Living Donor Transplant
734,Living Donor Transplant,Wisconsin,A,"1,177",61,74,73,61,59,62,53,48,49,47,38,52,55,42,50,50,40,40,53,39,28,23,29,28,34,17,Received Living Donor Transplant
735,Living Donor Transplant,Wisconsin,B,387,21,25,18,15,18,14,13,13,12,24,14,12,15,14,20,25,9,16,24,16,18,10,12,5,9,4,Received Living Donor Transplant
736,Living Donor Transplant,Wisconsin,AB,120,4,7,4,9,7,6,4,9,6,8,3,8,5,7,4,7,7,3,2,2,0,3,3,1,2,0,Received Living Donor Transplant
737,Deceased Donor Emergency Tx,All Center States,All ABO,140,1,0,1,1,2,3,2,0,1,3,1,1,3,3,5,12,13,13,6,13,15,10,7,8,8,8,Received Deceased Donor Transplant
738,Deceased Donor Emergency Tx,All Center States,O,62,0,0,0,1,1,1,0,0,0,2,0,1,2,3,1,7,8,7,2,6,9,3,2,3,1,2,Received Deceased Donor Transplant
739,Deceased Donor Emergency Tx,All Center States,A,57,0,0,1,0,1,2,1,0,0,1,1,0,1,0,3,3,2,6,4,2,6,6,5,3,4,5,Received Deceased Donor Transplant
740,Deceased Donor Emergency Tx,All Center States,B,15,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,4,0,0,0,1,2,1,Received Deceased Donor Transplant
741,Deceased Donor Emergency Tx,All Center States,AB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,Received Deceased Donor Transplant
742,Deceased Donor Emergency Tx,Alabama,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
743,Deceased Donor Emergency Tx,Alabama,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
744,Deceased Donor Emergency Tx,Arizona,All ABO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
745,Deceased Donor Emergency Tx,Arizona,O,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
746,Deceased Donor Emergency Tx,Arkansas,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Received Deceased Donor Transplant
747,Deceased Donor Emergency Tx,Arkansas,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Received Deceased Donor Transplant
748,Deceased Donor Emergency Tx,Arkansas,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Received Deceased Donor Transplant
749,Deceased Donor Emergency Tx,California,All ABO,34,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,2,3,4,0,5,1,4,5,1,2,1,Received Deceased Donor Transplant
750,Deceased Donor Emergency Tx,California,O,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,0,3,1,1,1,0,0,1,Received Deceased Donor Transplant
751,Deceased Donor Emergency Tx,California,A,16,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,3,0,1,0,3,4,0,1,0,Received Deceased Donor Transplant
752,Deceased Donor Emergency Tx,California,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Received Deceased Donor Transplant
753,Deceased Donor Emergency Tx,California,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Received Deceased Donor Transplant
754,Deceased Donor Emergency Tx,Colorado,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Received Deceased Donor Transplant
755,Deceased Donor Emergency Tx,Colorado,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Received Deceased Donor Transplant
756,Deceased Donor Emergency Tx,District of Columbia,All ABO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
757,Deceased Donor Emergency Tx,District of Columbia,O,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
758,Deceased Donor Emergency Tx,Florida,All ABO,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,2,1,Received Deceased Donor Transplant
759,Deceased Donor Emergency Tx,Florida,O,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,Received Deceased Donor Transplant
760,Deceased Donor Emergency Tx,Florida,A,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,Received Deceased Donor Transplant
761,Deceased Donor Emergency Tx,Florida,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
762,Deceased Donor Emergency Tx,Georgia,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Received Deceased Donor Transplant
763,Deceased Donor Emergency Tx,Georgia,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Received Deceased Donor Transplant
764,Deceased Donor Emergency Tx,Hawaii,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
765,Deceased Donor Emergency Tx,Hawaii,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
766,Deceased Donor Emergency Tx,Illinois,All ABO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,1,Received Deceased Donor Transplant
767,Deceased Donor Emergency Tx,Illinois,O,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Received Deceased Donor Transplant
768,Deceased Donor Emergency Tx,Illinois,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Received Deceased Donor Transplant
769,Deceased Donor Emergency Tx,Illinois,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Received Deceased Donor Transplant
770,Deceased Donor Emergency Tx,Illinois,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Received Deceased Donor Transplant
771,Deceased Donor Emergency Tx,Kansas,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Received Deceased Donor Transplant
772,Deceased Donor Emergency Tx,Kansas,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
773,Deceased Donor Emergency Tx,Kansas,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Received Deceased Donor Transplant
774,Deceased Donor Emergency Tx,Kentucky,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Received Deceased Donor Transplant
775,Deceased Donor Emergency Tx,Kentucky,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Received Deceased Donor Transplant
776,Deceased Donor Emergency Tx,Louisiana,All ABO,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
777,Deceased Donor Emergency Tx,Louisiana,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
778,Deceased Donor Emergency Tx,Louisiana,A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
779,Deceased Donor Emergency Tx,Maine,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Received Deceased Donor Transplant
780,Deceased Donor Emergency Tx,Maine,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Received Deceased Donor Transplant
781,Deceased Donor Emergency Tx,Maryland,All ABO,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,Received Deceased Donor Transplant
782,Deceased Donor Emergency Tx,Maryland,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
783,Deceased Donor Emergency Tx,Maryland,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,Received Deceased Donor Transplant
784,Deceased Donor Emergency Tx,Maryland,B,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
785,Deceased Donor Emergency Tx,Massachusetts,All ABO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,Received Deceased Donor Transplant
786,Deceased Donor Emergency Tx,Massachusetts,O,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Received Deceased Donor Transplant
787,Deceased Donor Emergency Tx,Massachusetts,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Received Deceased Donor Transplant
788,Deceased Donor Emergency Tx,Michigan,All ABO,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,1,0,0,0,0,0,Received Deceased Donor Transplant
789,Deceased Donor Emergency Tx,Michigan,O,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,Received Deceased Donor Transplant
790,Deceased Donor Emergency Tx,Michigan,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
791,Deceased Donor Emergency Tx,Michigan,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
792,Deceased Donor Emergency Tx,Minnesota,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
793,Deceased Donor Emergency Tx,Minnesota,O,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
794,Deceased Donor Emergency Tx,Missouri,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Received Deceased Donor Transplant
795,Deceased Donor Emergency Tx,Missouri,O,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Received Deceased Donor Transplant
796,Deceased Donor Emergency Tx,Nevada,All ABO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
797,Deceased Donor Emergency Tx,Nevada,A,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
798,Deceased Donor Emergency Tx,New Hampshire,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Received Deceased Donor Transplant
799,Deceased Donor Emergency Tx,New Hampshire,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Received Deceased Donor Transplant
800,Deceased Donor Emergency Tx,New Mexico,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Received Deceased Donor Transplant
801,Deceased Donor Emergency Tx,New Mexico,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Received Deceased Donor Transplant
802,Deceased Donor Emergency Tx,New York,All ABO,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,Received Deceased Donor Transplant
803,Deceased Donor Emergency Tx,New York,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
804,Deceased Donor Emergency Tx,New York,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Received Deceased Donor Transplant
805,Deceased Donor Emergency Tx,New York,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
806,Deceased Donor Emergency Tx,New York,AB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Received Deceased Donor Transplant
807,Deceased Donor Emergency Tx,North Dakota,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
808,Deceased Donor Emergency Tx,North Dakota,O,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
809,Deceased Donor Emergency Tx,Ohio,All ABO,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,Received Deceased Donor Transplant
810,Deceased Donor Emergency Tx,Ohio,O,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,Received Deceased Donor Transplant
811,Deceased Donor Emergency Tx,Ohio,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Received Deceased Donor Transplant
812,Deceased Donor Emergency Tx,Pennsylvania,All ABO,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,Received Deceased Donor Transplant
813,Deceased Donor Emergency Tx,Pennsylvania,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Received Deceased Donor Transplant
814,Deceased Donor Emergency Tx,Pennsylvania,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
815,Deceased Donor Emergency Tx,Pennsylvania,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Received Deceased Donor Transplant
816,Deceased Donor Emergency Tx,Puerto Rico,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Received Deceased Donor Transplant
817,Deceased Donor Emergency Tx,Puerto Rico,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Received Deceased Donor Transplant
818,Deceased Donor Emergency Tx,South Carolina,All ABO,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,Received Deceased Donor Transplant
819,Deceased Donor Emergency Tx,South Carolina,O,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
820,Deceased Donor Emergency Tx,South Carolina,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
821,Deceased Donor Emergency Tx,South Carolina,B,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Received Deceased Donor Transplant
822,Deceased Donor Emergency Tx,Tennessee,All ABO,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,Received Deceased Donor Transplant
823,Deceased Donor Emergency Tx,Tennessee,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
824,Deceased Donor Emergency Tx,Tennessee,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Received Deceased Donor Transplant
825,Deceased Donor Emergency Tx,Texas,All ABO,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,Received Deceased Donor Transplant
826,Deceased Donor Emergency Tx,Texas,O,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Received Deceased Donor Transplant
827,Deceased Donor Emergency Tx,Texas,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Received Deceased Donor Transplant
828,Deceased Donor Emergency Tx,Utah,All ABO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,Received Deceased Donor Transplant
829,Deceased Donor Emergency Tx,Utah,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
830,Deceased Donor Emergency Tx,Utah,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Received Deceased Donor Transplant
831,Deceased Donor Emergency Tx,Vermont,All ABO,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
832,Deceased Donor Emergency Tx,Vermont,A,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
833,Deceased Donor Emergency Tx,Washington,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Received Deceased Donor Transplant
834,Deceased Donor Emergency Tx,Washington,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Received Deceased Donor Transplant
835,Deceased Donor Emergency Tx,Wisconsin,All ABO,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,0,0,1,0,1,Received Deceased Donor Transplant
836,Deceased Donor Emergency Tx,Wisconsin,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Received Deceased Donor Transplant
837,Deceased Donor Emergency Tx,Wisconsin,A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,Received Deceased Donor Transplant
838,Deceased Donor Emergency Tx,Wisconsin,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Received Deceased Donor Transplant
839,Deceased Donor Emergency Tx,Wisconsin,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
840,Deceased Donor Multi-Organ Tx,All Center States,All ABO,481,0,0,0,0,0,0,0,1,1,2,3,4,4,6,18,18,28,33,64,41,54,46,28,42,60,30,Received Deceased Donor Transplant
841,Deceased Donor Multi-Organ Tx,All Center States,O,211,0,0,0,0,0,0,0,0,0,1,1,3,2,2,9,4,13,13,28,21,25,19,16,20,27,8,Received Deceased Donor Transplant
842,Deceased Donor Multi-Organ Tx,All Center States,A,189,0,0,0,0,0,0,0,1,0,1,2,1,1,3,3,9,9,13,19,15,24,20,7,19,24,18,Received Deceased Donor Transplant
843,Deceased Donor Multi-Organ Tx,All Center States,B,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,13,3,4,6,3,3,7,2,Received Deceased Donor Transplant
844,Deceased Donor Multi-Organ Tx,All Center States,AB,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,4,1,4,2,1,1,2,0,2,2,Received Deceased Donor Transplant
845,Deceased Donor Multi-Organ Tx,Alabama,All ABO,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,2,2,2,2,Received Deceased Donor Transplant
846,Deceased Donor Multi-Organ Tx,Alabama,O,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,Received Deceased Donor Transplant
847,Deceased Donor Multi-Organ Tx,Alabama,A,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,2,1,Received Deceased Donor Transplant
848,Deceased Donor Multi-Organ Tx,Alabama,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Received Deceased Donor Transplant
849,Deceased Donor Multi-Organ Tx,Alabama,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Received Deceased Donor Transplant
850,Deceased Donor Multi-Organ Tx,Arizona,All ABO,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,Received Deceased Donor Transplant
